Product (CE No.),Sub-fund (CE No.),Issuer,Authorisation date,Documents,Derivative funds,type
BOCHK Investment Funds (AGW589),BOCHK Hong Kong Income Fund (AJM435),BOCI-Prudential Asset Management Limited,1/4/2004,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCHK Investment Funds (AGW589),BOCHK Japan Equity Fund (AKS630),BOCI-Prudential Asset Management Limited,14/6/2004,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCHK Investment Funds (AGW589),BOCHK RMB Fixed Income Fund (AXQ423),BOCI-Prudential Asset Management Limited,14/2/2012,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCHK Investment Funds (AGW589),BOCHK Sterling Income Fund (ANF095),BOCI-Prudential Asset Management Limited,7/4/2006,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCHK Investment Funds (AGW589),BOCHK US Dollar Money Market Fund (AGW599),BOCI-Prudential Asset Management Limited,20/6/2002,Offering Documents,No,0;0;4;0;0;0;0;0;0;0;0;0;0
BOCHK Wealth Creation Series (AYX421),,BOCHK Asset Management Limited,8/6/2012,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather Asia (ex-Japan) Equity Fund (BEE590),BOCHK Asset Management Limited,12/3/2015,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather Asia Pacific High Income Fund (BLG316),BOCHK Asset Management Limited,4/1/2018,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather Asian Bond Fund (BHJ500),BOCHK Asset Management Limited,25/7/2016,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather Asian High Yield Bond Fund (BPG265),BOCHK Asset Management Limited,13/3/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;0;0;0;0
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather Belt and Road Bond Fund (BMK641),BOCHK Asset Management Limited,25/5/2018,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather China High Yield Bond Fund (BAO327),BOCHK Asset Management Limited,7/2/2013,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather China Income Fund (BJE549),BOCHK Asset Management Limited,14/6/2017,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather China New Dynamic Equity Fund (BRV011),BOCHK Asset Management Limited,7/2/2022,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather CNY Equity Fund (BCN963),BOCHK Asset Management Limited,20/6/2014,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather ESG Multi-Asset Fund (BQS212),BOCHK Asset Management Limited,16/4/2021,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather Global Opportunities Fund (AYX423),BOCHK Asset Management Limited,8/6/2012,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather Greater Bay Area Strategy Fund (BNX662),BOCHK Asset Management Limited,21/2/2019,Offering Documents,No,0;0;0;0;0;0;0;0;0;0;0;0;0
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather HKD Money Market Fund (BSV019),BOCHK Asset Management Limited,27/10/2022,Offering Documents,No,0;0;4;0;0;0;0;0;0;0;0;0;0
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather Hong Kong Equity Fund (BBE671),BOCHK Asset Management Limited,30/5/2013,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather Short Term Bond Fund (BNC665),BOCHK Asset Management Limited,16/8/2018,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCIP Asset Management Investment Funds (ATR244),,BOCI-Prudential Asset Management Limited,18/2/2010,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
BOCIP Asset Management Investment Funds (ATR244),BOCIP Asia Quality Equity Fund (BLI612),BOCI-Prudential Asset Management Limited,5/12/2017,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCIP Asset Management Investment Funds (ATR244),BOCIP China Bond Fund (AZU904),BOCI-Prudential Asset Management Limited,13/12/2012,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCIP Asset Management Investment Funds (ATR244),BOCIP China Health Care Fund (BEZ768),BOCI-Prudential Asset Management Limited,29/4/2015,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCIP Asset Management Investment Funds (ATR244),BOCIP China Value Fund (AVD576),BOCI-Prudential Asset Management Limited,26/11/2010,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCIP Asset Management Investment Funds (ATR244),BOCIP China Wealth Fund (BAW968),BOCI-Prudential Asset Management Limited,22/5/2013,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCIP Asset Management Investment Funds (ATR244),BOCIP China-A Small and Mid Cap Fund (BIE317),BOCI-Prudential Asset Management Limited,25/10/2016,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCIP Asset Management Investment Funds (ATR244),BOCIP Flexi HKD Income Fund (BBV047),BOCI-Prudential Asset Management Limited,19/12/2013,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCIP Asset Management Investment Funds (ATR244),BOCIP Flexi USD Bond Fund (BOS956),BOCI-Prudential Asset Management Limited,10/10/2019,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCIP Asset Management Investment Funds (ATR244),BOCIP HK Dollar Money Market Fund (ATR246),BOCI-Prudential Asset Management Limited,18/2/2010,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCIP Asset Management Investment Funds (ATR244),BOCIP Hong Kong Low Volatility Equity Fund (BFP837),BOCI-Prudential Asset Management Limited,6/8/2015,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCIP Asset Management Investment Funds (ATR244),BOCIP Hong Kong Value Fund (BDM216),BOCI-Prudential Asset Management Limited,8/9/2014,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCIP Asset Management Investment Funds (ATR244),BOCIP Japan Small & Mid Cap Opportunity Fund (AZP416),BOCI-Prudential Asset Management Limited,14/1/2013,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCIP Asset Management Investment Funds (ATR244),BOCIP Shenzhen Growth Fund (BIR875),BOCI-Prudential Asset Management Limited,13/2/2017,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCIP Asset Management Investment Funds (ATR244),BOCIP Short Term HKD Money Market Fund (BQG552),BOCI-Prudential Asset Management Limited,4/1/2021,Offering Documents,No,0;0;4;0;0;0;0;0;0;0;0;0;0
BOCIP Asset Management Investment Funds (ATR244),BOCIP USD Short Duration Bond Fund (BNN313),BOCI-Prudential Asset Management Limited,25/10/2018,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCI-Prudential Provident Fund Schemes Investment Fund (AMK320),,BOCI-Prudential Asset Management Limited,11/1/2006,,No,0;0;0;0;0;0;0;0;0;0;0;0;0
BOCOM International Fund (AVH856),,BOCOM International Asset Management Limited,29/10/2010,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
BOCOM International Fund (AVH856),BOCOM International Asia Pacific Demographic Growth Fund (AXG739),BOCOM International Asset Management Limited,26/4/2012,,No,0;0;0;0;0;0;0;0;0;0;0;0;0
BOCOM International Fund (AVH856),BOCOM International China Dynamic Fund (BBU722),BOCOM International Asset Management Limited,19/3/2014,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCOM International Fund (AVH856),BOCOM International Dragon Core Growth Fund (AVH859),BOCOM International Asset Management Limited,29/10/2010,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCOM International Fund (AVH856),BOCOM International Global Growth Fund (AXG741),BOCOM International Asset Management Limited,26/4/2012,,No,0;0;0;0;0;0;0;0;0;0;0;0;0
BOCOM International Fund (AVH856),BOCOM International Greater Chindia Growth Fund (AXG740),BOCOM International Asset Management Limited,26/4/2012,,No,0;0;0;0;0;0;0;0;0;0;0;0;0
BOCOM International Fund (AVH856),Global Strategic Emerging Markets Bond Fund (BAA194),BOCOM International Asset Management Limited,7/12/2012,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOCOM Schroder Growth Mixed Securities Investment Fund (BFU149),,"Bank of Communications Schroder Fund Management Co., Ltd.",6/1/2016,Offering Documents,No,0;0;0;0;0;0;0;0;0;0;0;0;0
BOC-Prudential Index Fund Series (AUX026),,BOCI-Prudential Asset Management Limited,20/6/2011,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
BOC-Prudential Index Fund Series (AUX026),BOC-Prudential European Index Fund (AUX028),BOCI-Prudential Asset Management Limited,20/6/2011,Offering Documents,No,0;0;0;0;0;7;0;0;0;0;0;0;0
BOC-Prudential Index Fund Series (AUX026),BOC-Prudential FTSE MPF China A Index Fund (BRN839),BOCI-Prudential Asset Management Limited,15/10/2021,Offering Documents,No,0;0;0;0;0;7;0;0;0;0;0;0;0
BOC-Prudential Index Fund Series (AUX026),BOC-Prudential MSCI AC Asia Pacific ex Japan Index Fund (BHG907),BOCI-Prudential Asset Management Limited,23/6/2016,Offering Documents,No,0;0;0;0;0;7;0;0;0;0;0;0;0
BOC-Prudential Index Fund Series (AUX026),BOC-Prudential MSCI Japan Index Fund (BHG906),BOCI-Prudential Asset Management Limited,23/6/2016,Offering Documents,No,0;0;0;0;0;7;0;0;0;0;0;0;0
BOC-Prudential Index Fund Series (AUX026),BOC-Prudential MSCI MPF Golden Dragon Index Fund (BEE051),BOCI-Prudential Asset Management Limited,10/2/2015,Offering Documents,No,0;0;0;0;0;7;0;0;0;0;0;0;0
BOC-Prudential Index Fund Series (AUX026),BOC-Prudential North America Index Fund (AUX027),BOCI-Prudential Asset Management Limited,20/6/2011,Offering Documents,No,0;0;0;0;0;7;0;0;0;0;0;0;0
BOC-Prudential Index Fund Series (AUX026),BOC-Prudential S&P 500 Index Fund (BHG905),BOCI-Prudential Asset Management Limited,23/6/2016,Offering Documents,No,0;0;0;0;0;7;0;0;0;0;0;0;0
BOC-Prudential Unit Trust Fund (AFH774),,BOCI-Prudential Asset Management Limited,18/9/2000,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
BOC-Prudential Unit Trust Fund (AFH774),BOC-Prudential Asia Equity Fund (AFH778),BOCI-Prudential Asset Management Limited,18/9/2000,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOC-Prudential Unit Trust Fund (AFH774),BOC-Prudential China Equity Fund (ALB972),BOCI-Prudential Asset Management Limited,18/11/2004,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOC-Prudential Unit Trust Fund (AFH774),BOC-Prudential European Equity Fund (AOU389),BOCI-Prudential Asset Management Limited,14/9/2007,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOC-Prudential Unit Trust Fund (AFH774),BOC-Prudential Global Bond Fund (AFH779),BOCI-Prudential Asset Management Limited,18/9/2000,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOC-Prudential Unit Trust Fund (AFH774),BOC-Prudential Global Equity Fund (AFH775),BOCI-Prudential Asset Management Limited,18/9/2000,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOC-Prudential Unit Trust Fund (AFH774),BOC-Prudential Hong Kong Dollar Bond Fund (AFH780),BOCI-Prudential Asset Management Limited,18/9/2000,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOC-Prudential Unit Trust Fund (AFH774),BOC-Prudential Hong Kong Equity Fund (AFH776),BOCI-Prudential Asset Management Limited,18/9/2000,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOC-Prudential Unit Trust Fund (AFH774),BOC-Prudential Hong Kong Stable Retirement Fund (BSM054),BOCI-Prudential Asset Management Limited,29/9/2022,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BOC-Prudential Unit Trust Fund (AFH774),BOC-Prudential Japan Equity Fund (ALB971),BOCI-Prudential Asset Management Limited,18/11/2004,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Bosera Credit Market Bond Fund (BGN249),,"Bosera Asset Management Co., Ltd",30/3/2016,,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Bosera Global Public Funds Series Open-ended Fund Company (BRK534),,"Bosera Asset Management (International) Co., Limited",15/10/2021,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Bosera Global Public Funds Series Open-ended Fund Company (BRK534),Bosera Greater China Enhanced Return Bond Fund (BRR570),"Bosera Asset Management (International) Co., Limited",8/12/2021,Offering Documents,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Bosera Global Public Funds Series Open-ended Fund Company (BRK534),Bosera Stable Income 18-Month Interval Offering Bond Fund - I (BRS611),"Bosera Asset Management (International) Co., Limited",25/1/2022,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Bosera Global Public Funds Series Open-ended Fund Company (BRK534),Bosera Stable Income 18-Month Interval Offering Bond Fund - II (BRS612),"Bosera Asset Management (International) Co., Limited",25/1/2022,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Bosera Global Public Funds Series Open-ended Fund Company (BRK534),Bosera Stable Income 18-Month Interval Offering Bond Fund - III (BRS613),"Bosera Asset Management (International) Co., Limited",25/1/2022,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Bosera Global Public Funds Series Open-ended Fund Company (BRK534),Bosera USD Money Market Fund (BSG677),"Bosera Asset Management (International) Co., Limited",15/6/2022,Offering Documents,No,0;0;4;0;0;0;0;0;0;0;0;0;0
Bosera Global Public Funds Series Open-ended Fund Company (BRK534),Bosera Zeal Hong Kong Equity Plus Fund (BRK536),"Bosera Asset Management (International) Co., Limited",15/10/2021,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Bosera Investment Funds (AXD370),,"Bosera Asset Management (International) Co., Limited",5/1/2012,,,0;0;0;0;0;0;0;0;0;0;0;0;0
Bosera Investment Funds (AXD370),Bosera Global Income Opportunities Fund (BCY423),"Bosera Asset Management (International) Co., Limited",27/5/2014,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Bosera Investment Funds (AXD370),Bosera Greater China Bond Fund (BLS840),"Bosera Asset Management (International) Co., Limited",6/4/2018,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Bosera Investment Funds (AXD370),Bosera RMB Bond Fund (AXD371),"Bosera Asset Management (International) Co., Limited",5/1/2012,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Bosera Investment Funds (AXD370),Bosera-Aberdeen Standard Emerging Opportunities Bond Fund (BDI575),"Bosera Asset Management (International) Co., Limited",14/10/2014,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Bosera Value Mixed Fund (BGN247),,"Bosera Asset Management Co., Ltd",30/3/2016,,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Bosera Yufu CSI 300 Index Fund (BGA732),,"Bosera Asset Management Co., Ltd",5/2/2016,,No,0;0;0;0;0;0;0;0;0;0;0;0;0
BU Fund Series OFC (BPE927),,BEA Union Investment Management Limited,22/5/2020,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
BU Fund Series OFC (BPE927),BU APAC Bond Fund (BPE928),BEA Union Investment Management Limited,22/5/2020,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BU Fund Series OFC (BPE927),BU Asian Bond Fixed Maturity Fund 2025 (BQM660),BEA Union Investment Management Limited,1/2/2021,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BU Fund Series OFC (BPE927),BU China Consumer Power Fund (BQU546),BEA Union Investment Management Limited,13/4/2021,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BU Investment Series OFC (BQK118),,BEA Union Investment Management Limited,25/3/2021,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
BU Investment Series OFC (BQK118),BU Asia Pacific Flexi Allocation Fund (BQK120),BEA Union Investment Management Limited,25/3/2021,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BU Investment Series OFC (BQK118),BU China Gateway Fund (BQK121),BEA Union Investment Management Limited,25/3/2021,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BU Investment Series OFC (BQK118),BU China Phoenix Fund (BQK122),BEA Union Investment Management Limited,25/3/2021,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BU Investment Series OFC (BQK118),BU Global Flexi Allocation Fund (BQK123),BEA Union Investment Management Limited,25/3/2021,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
BU Investment Series OFC (BQK118),BU RMB Core Bond Fund (BQK124),BEA Union Investment Management Limited,25/3/2021,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Capital International Fund (BGX053),,Capital International Management Company,31/5/2016,Offering DocumentsWaivers Granted,,0;0;0;0;0;0;0;0;0;0;0;0;0
Capital International Fund (BGX053),Capital Group AMCAP Fund (LUX) (BJJ521),Capital International Management Company,20/6/2017,Offering DocumentsWaivers Granted,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group American Balanced Fund (LUX) (BSR977),Capital International Management Company,25/8/2022,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group Asian Horizon Fund (LUX) (BQP036),Capital International Management Company,18/2/2021,Offering DocumentsWaivers Granted,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group Capital Income Builder (LUX) (BND069),Capital International Management Company,15/8/2018,Offering DocumentsWaivers Granted,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group Emerging Markets Debt Fund (LUX) (BNO395),Capital International Management Company,12/11/2018,Offering DocumentsWaivers Granted,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group Emerging Markets Local Currency Debt Fund (LUX) (BNO396),Capital International Management Company,12/11/2018,Offering DocumentsWaivers Granted,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group Emerging Markets Total Opportunities (LUX) (BNO397),Capital International Management Company,12/11/2018,Offering DocumentsWaivers Granted,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group Euro Bond Fund (LUX) (BHJ242),Capital International Management Company,14/10/2016,Offering DocumentsWaivers Granted,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group Euro Corporate Bond Fund (LUX) (BHJ243),Capital International Management Company,14/10/2016,Offering DocumentsWaivers Granted,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group European Growth and Income Fund (LUX) (BGX055),Capital International Management Company,31/5/2016,Offering DocumentsWaivers Granted,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group European Opportunities (LUX) (BQP037),Capital International Management Company,18/2/2021,Offering DocumentsWaivers Granted,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group Global Allocation Fund (LUX) (BGX056),Capital International Management Company,31/5/2016,Offering DocumentsWaivers Granted,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group Global Bond Fund (LUX) (BHJ241),Capital International Management Company,14/10/2016,Offering DocumentsWaivers Granted,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group Global Corporate Bond Fund (LUX) (BLZ444),Capital International Management Company,6/2/2018,Offering DocumentsWaivers Granted,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group Global Equity Fund (LUX) (BHJ236),Capital International Management Company,14/10/2016,Offering DocumentsWaivers Granted,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group Global High Income Opportunities (LUX) (BHJ240),Capital International Management Company,14/10/2016,Offering DocumentsWaivers Granted,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group Global Intermediate Bond Fund (LUX) (BJJ519),Capital International Management Company,20/6/2017,Offering DocumentsWaivers Granted,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group Investment Company of America (LUX) (BJJ517),Capital International Management Company,20/6/2017,Offering DocumentsWaivers Granted,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group Japan Equity Fund (LUX) (BHJ237),Capital International Management Company,14/10/2016,Offering DocumentsWaivers Granted,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group New Economy Fund (Lux) (BOU467),Capital International Management Company,7/11/2019,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group New Perspective Fund (LUX) (BGX057),Capital International Management Company,31/5/2016,Offering DocumentsWaivers Granted,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group New World Fund (LUX) (BJJ518),Capital International Management Company,20/6/2017,Offering DocumentsWaivers Granted,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group US Corporate Bond Fund (LUX) (BJJ520),Capital International Management Company,20/6/2017,Offering DocumentsWaivers Granted,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group US High Yield Fund (LUX) (BKP323),Capital International Management Company,3/10/2017,Offering DocumentsWaivers Granted,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group World Dividend Growers (LUX) (BHJ239),Capital International Management Company,14/10/2016,Offering DocumentsWaivers Granted,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Capital International Fund (BGX053),Capital Group World Growth and Income (LUX) (BOH235),Capital International Management Company,14/6/2019,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
CASH Prime Value Equity OFC (BRS794),,CASH Wealth Management Limited,22/2/2022,Offering Documents,No,0;0;0;0;0;0;0;0;0;0;0;0;0
CCB International Fund Series (AQC583),,CCB International Asset Management Limited,6/1/2009,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
CCB International Fund Series (AQC583),CCB International - China Policy Driven Fund (AQC584),CCB International Asset Management Limited,6/1/2009,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
CCB International Investment Fund Series (BQL413),,CCB International Asset Management Limited,12/3/2021,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
